"ticker", "cfo_name", "first_call_date", "last_call_date", "total_calls"
"EAC-NxC10", "Warren-Jenson", "2004-01-27", "2008-01-31", "16"
"EAC-NxC10", "Ben-Nivens", "2006-05-03", "2009-02-11", "3"
"EAC-NxC10", "Bob-Reeves", "2007-02-14", "2009-10-28", "9"
"EAGL-OxH07", "Roy-Jageman", "2004-05-03", "2005-07-27", "4"
"EAGL-OxH07", "Elijio-Serrano", "2004-02-10", "2005-11-03", "6"
"EAT-N", "Elijio-V-Serrano", "2004-11-04", "2004-11-04", "1"
"EAT-N", "Chuck-Sonsteby", "2004-01-20", "2010-08-12", "26"
"EAT-N", "Guy-Constant", "2010-10-27", "2014-01-22", "13"
"EAT-N", "Marie-Perry", "2014-08-07", "2015-01-28", "3"
"EBAY-OQ", "Tom-Edwards", "2015-04-21", "2015-10-20", "3"
"EBAY-OQ", "Bob-Swan", "2006-04-19", "2015-01-21", "36"
"EBAY-OQ", "Greg-Santora", "2005-02-03", "2005-04-27", "2"
"EBAY-OQ", "Patrick-Dupuis", "2015-07-16", "2015-07-16", "1"
"EBAY-OQ", "Rajiv-Dutta", "2004-01-21", "2006-01-18", "9"
"EBIX-OQ", "Scott-Schenkel", "2015-07-16", "2015-10-21", "2"
"EBIX-OQ", "Carl-Serger", "2007-04-04", "2007-04-04", "1"
"EBS-N", "Robert-Kerris", "2008-03-07", "2015-05-08", "22"
"EBS-N", "Bob-Kramer", "2013-03-07", "2015-11-05", "11"
"EBS-N", "Don-Elsey", "2007-03-22", "2012-11-01", "20"
"ECHO-OQ", "Michelle-Burris", "2007-08-13", "2007-11-12", "2"
"ECHO-OQ", "David-Menzel", "2009-11-04", "2013-07-25", "14"
"ECL-N", "Kyle-Sauers", "2013-10-24", "2015-10-28", "9"
"ECL-N", "Daniel-Schmechel", "2015-11-02", "2015-11-02", "1"
"ECLP-OxH10", "SL-Fritze", "2005-07-25", "2011-07-27", "2"
"ECLP-OxH10", "Bob-Colletti", "2004-04-28", "2008-11-05", "18"
"ECLP-OxH10", "Chris-Perkins", "2009-08-06", "2010-08-05", "5"
"ECOL-OQ", "Dave-Morgan", "2009-02-24", "2009-05-06", "2"
"ECOL-OQ", "Eric-Gerratt", "2012-10-30", "2015-10-30", "11"
"ECOL-OQ", "Jeff-Feeler", "2007-07-25", "2012-07-31", "21"
"ECPG-OQ", "Jim-Baumgardner", "2005-10-19", "2005-10-19", "1"
"ECPG-OQ", "Barry-Barkley", "2004-03-02", "2005-03-03", "4"
"ECPG-OQ", "Jonathan-Clark", "2015-02-26", "2015-08-10", "3"
"ED-N", "Paul-Grinberg", "2005-05-09", "2014-11-06", "29"
"ED-N", "David-Anderson", "2009-12-09", "2009-12-09", "1"
"ED-N", "David-Sparby", "2009-12-09", "2009-12-09", "1"
"ED-N", "Robert-Hoglund", "2006-11-13", "2009-12-09", "2"
"EDGW-OQ", "Terry-Bassham", "2009-12-09", "2009-12-09", "1"
"EDGW-OQ", "Kevin-Rhodes", "2005-04-20", "2009-05-06", "15"
"EDMC-PK", "Timothy-Oakes", "2010-03-03", "2012-05-02", "10"
"EDMC-PK", "Ed-West", "2006-09-27", "2012-08-09", "24"
"EDMC-PK", "Mick-Beekhuizen", "2013-08-08", "2013-10-31", "2"
"EDMC-PK", "Randy-Killeen", "2012-11-01", "2013-01-31", "2"
"EDR-N", "Rob-McDowell", "2004-02-03", "2006-02-09", "8"
"EDR-N", "Bill-Brewer", "2014-10-27", "2015-11-02", "5"
"EDSxH08", "Randall-Brown", "2005-08-16", "2014-04-28", "34"
"EDSxH08", "Ron-Vargo", "2006-05-02", "2008-04-24", "9"
"EE-N", "Tom-Haubenstricker", "2006-05-02", "2006-08-01", "2"
"EE-N", "David-Carpenter", "2009-10-29", "2014-08-06", "17"
"EE-N", "Nathan-Hirschi", "2014-02-24", "2015-11-04", "6"
"EE-N", "Scott-Wilson", "2005-07-21", "2009-05-05", "13"
"EFD-NxI07", "Terry-Bassham", "2004-02-17", "2005-02-17", "4"
"EFD-NxI07", "George-Gresham", "2005-08-03", "2007-02-21", "6"
"EFII-OQ", "Tom-Liston", "2004-03-03", "2005-02-23", "4"
"EFII-OQ", "David-Reeder", "2014-01-28", "2014-10-21", "4"
"EFII-OQ", "Gordon-Heneweer", "2010-07-22", "2010-10-21", "2"
"EFII-OQ", "Joe-Cutts", "2004-01-27", "2006-01-31", "10"
"EFII-OQ", "John-Ritchie", "2006-04-20", "2010-04-29", "17"
"EFII-OQ", "Marc-Olin", "2013-10-17", "2015-10-20", "5"
"EFX-N", "Vincent-Pilette", "2011-01-20", "2013-07-18", "11"
"EFX-N", "Don-Heroman", "2004-01-22", "2006-07-20", "10"
"EFX-N", "John-Gamble", "2014-07-24", "2015-10-22", "6"
"EGHT-OQ", "Lee-Adrean", "2006-10-19", "2014-04-24", "32"
"EGHT-OQ", "Dan-Weirich", "2006-07-27", "2014-10-22", "34"
"EGHT-OQ", "James-Sullivan", "2006-05-25", "2006-05-25", "1"
"EGL-N", "Mary-Ellen-Genovese", "2014-10-22", "2015-10-22", "5"
"EGL-N", "Dave-Keleher", "2004-02-25", "2013-10-31", "38"
"EGL-N", "James-Regan", "2010-07-29", "2010-07-29", "1"
"EGL-N", "Mike-Alber", "2012-08-13", "2015-03-03", "11"
"EGLSQ-PKxE11", "Wayne-Rehberger", "2015-03-03", "2015-11-05", "4"
"EGN-N", "Tom-Brunton", "2004-02-05", "2008-12-18", "21"
"EGN-N", "Chuck-Porter", "2007-01-25", "2015-11-06", "31"
"EGOV-OQ", "Geoffrey-Ketcham", "2004-01-29", "2005-10-27", "7"
"EGOV-OQ", "Eric-Bur", "2004-07-29", "2007-04-30", "12"
"EGP-N", "Steve-Kovzan", "2007-11-07", "2015-11-05", "32"
"EGRX-OQ", "Keith-McKey", "2004-02-12", "2015-10-16", "41"
"EHTH-OQ", "David-Riggs", "2015-05-12", "2015-08-11", "2"
"EIG-N", "Stuart-Huizinga", "2007-02-15", "2015-10-29", "35"
"EIG-N", "Ric-Yocke", "2007-03-30", "2014-10-30", "28"
"EIGI-OQ", "Terry-Eleftheriou", "2015-02-19", "2015-10-29", "4"
"EIX-N", "Tiv-Ellawala", "2013-12-03", "2013-12-03", "1"
"EIX-N", "James-Scilacci", "2005-03-11", "2015-10-27", "38"
"EIX-N", "John-Finneran", "2005-03-11", "2008-11-07", "2"
"EIX-N", "Linda-Sullivan", "2010-05-07", "2014-02-25", "6"
"EIX-N", "Maria-Rigatti", "2011-05-02", "2012-05-02", "2"
"EIX-N", "Ted-Craver", "2004-02-26", "2004-11-05", "3"
"EIX-N", "Tom-McDaniel", "2005-03-11", "2008-05-08", "14"
"EL-N", "Tom-Noonan", "2005-08-09", "2008-08-08", "4"
"EL-N", "Rick-Kunes", "2004-01-29", "2012-08-14", "35"
"ELK-NxC07", "Tracey-Travis", "2012-11-01", "2015-11-02", "13"
"ELK-NxC07", "Greg-Fisher", "2004-04-16", "2006-10-27", "11"
"ELMG-OxH11", "Harold-Beattie", "2004-01-16", "2004-01-16", "1"
"ELMG-OxH11", "Don-Scartz", "2004-07-29", "2008-04-30", "16"
"ELNK-OxB17", "Gary-Shell", "2008-07-30", "2011-05-12", "12"
"ELNK-OxB17", "Brad-Ferguson", "2009-07-28", "2013-11-05", "17"
"ELNK-OxB17", "Kevin-Dotts", "2004-07-22", "2009-07-28", "21"
"ELXxE15", "Lee-Adrean", "2004-01-27", "2004-04-20", "2"
"ELY-N", "Michael-Rockenbach", "2004-01-27", "2013-10-30", "40"
"ELY-N", "Bradley-Holiday", "2004-04-22", "2015-04-23", "44"
"EMCxI16", "Robert-Julian", "2015-07-29", "2015-10-21", "2"
"EMCxI16", "David-Goulden", "2006-10-17", "2012-10-24", "24"
"EMCxI16", "Rick-Russo", "2004-07-22", "2005-08-03", "5"
"EME-N", "William-Teuber", "2004-01-22", "2006-07-14", "11"
"EME-N", "Leicle-Chesser", "2004-02-26", "2004-04-29", "2"
"EMKR-OQ", "Mark-Pompa", "2008-02-21", "2015-10-29", "30"
"EMMS-OQ", "Mark-Weinswig", "2013-12-04", "2013-12-04", "1"
"EMMS-OQ", "Dave-Newcomber", "2006-01-09", "2006-04-18", "2"
"EMMS-OQ", "Pat-Walsh", "2006-10-10", "2013-10-10", "18"
"EMN-N", "Walter-Berger", "2004-01-08", "2005-09-29", "8"
"EMN-N", "Curt-Espeland", "2008-10-24", "2015-10-30", "28"
"EMR-N", "Rich-Lorraine", "2004-01-30", "2008-07-25", "18"
"EMR-N", "Frank-Dellaquila", "2010-02-02", "2015-11-03", "17"
"EMR-N", "Gary-Larsen", "2005-07-26", "2005-11-04", "2"
"EMR-N", "Rich-Thompson", "2004-01-27", "2005-04-28", "6"
"ENCZQ-PKxL10", "Walter-Gavin", "2004-02-03", "2010-02-02", "22"
"ENCZQ-PKxL10", "Marie-Graul", "2006-05-15", "2006-11-15", "3"
"ENCZQ-PKxL10", "Paula-Manley", "2005-03-31", "2005-05-10", "2"
"ENR-N", "Tony-Testolin", "2005-11-10", "2005-11-10", "1"
"ENS-N", "Brian-K-Hamm", "2015-08-06", "2015-11-12", "2"
"ENS-N", "Mike-Philion", "2005-02-17", "2009-08-06", "18"
"ENSG-OQ", "Mike-Schmidtlein", "2010-02-04", "2015-11-04", "24"
"ENSG-OQ", "Alan-Norman", "2007-12-26", "2007-12-26", "1"
"ENTA-OQ", "Suzanne-Snapper", "2009-11-03", "2015-11-04", "24"
"ENTR-OxE15", "Paul-Mellett", "2015-05-07", "2015-11-23", "3"
"ENVA-N", "David-Lyle", "2008-02-04", "2013-10-29", "24"
"ENVI-OxJ15", "Robert-Clifton", "2015-02-03", "2015-05-06", "2"
"ENZ-N", "Erik-Miller", "2013-12-02", "2013-12-02", "1"
"EOG-N", "Barry-Weiner", "2006-03-14", "2008-03-12", "6"
"EOP-NxB07", "Tim-Driggers", "2007-10-30", "2014-02-25", "13"
"EPAY-OQ", "Marsha-Williams", "2004-02-05", "2006-10-31", "16"
"EPAY-OQ", "Kevin-Donovan", "2004-10-27", "2015-04-30", "40"
"EPAY-OQ", "Rick-Booth", "2015-08-11", "2015-10-29", "2"
"EPC-N", "Rob-Eberle", "2004-04-28", "2004-08-11", "2"
"EPC-N", "Daniel-Sescleifer", "2011-04-27", "2015-05-05", "15"
"EPC-N", "Glenn-Forbes", "2004-02-10", "2004-10-28", "4"
"EPC-N", "Kris-Kelley", "2005-02-11", "2007-08-03", "11"
"EPIQ-OxJ16", "Sandy-Sheldon", "2015-08-05", "2015-11-13", "2"
"EPR-N", "Elizabeth-Braham", "2004-02-24", "2013-10-28", "36"
"EQ-NxG09", "Mark-Peterson", "2007-04-25", "2015-10-28", "31"
"EQIX-OQ", "Gene-Betts", "2006-07-27", "2009-05-06", "11"
"EQIX-OQ", "Keith-Taylor", "2005-10-25", "2015-10-28", "41"
"EQR-N", "Renee-Lanam", "2004-02-04", "2004-10-26", "3"
"EQR-N", "David-Neithercut", "2004-02-04", "2004-08-03", "3"
"EQR-N", "Donna-Brandin", "2004-11-02", "2007-08-01", "12"
"EQT-N", "Mark-Parrell", "2007-10-31", "2015-10-26", "31"
"EQT-N", "David-Porges", "2004-01-30", "2004-10-21", "4"
"EQYxC17", "Phil-Conti", "2005-04-28", "2015-10-22", "37"
"EQYxC17", "Greg-Andrews", "2007-02-21", "2009-02-26", "8"
"EQYxC17", "Howard-Sipzner", "2004-02-19", "2006-11-01", "12"
"EQYxC17", "Mark-Langer", "2009-05-07", "2015-02-18", "22"
"ERA-N", "Matt-Ostrower", "2015-04-30", "2015-10-29", "3"
"ERT-OxG12", "Christopher--Bradshaw", "2013-11-13", "2015-05-06", "7"
"ERT-OxG12", "Bruce-Johnson", "2004-02-03", "2006-04-26", "4"
"ERT-OxG12", "Keith-Schneck", "2008-10-30", "2012-02-27", "11"
"ES-N", "Richard-Baron", "2006-11-08", "2008-05-05", "7"
"ES-N", "David-McHale", "2005-02-04", "2012-02-24", "24"
"ES-N", "Jim-Judge", "2012-05-03", "2015-11-03", "12"
"ESE-N", "John-Forsgren", "2004-01-27", "2004-04-29", "2"
"ESIC-OxG12", "Gary-Muenster", "2004-02-05", "2015-11-12", "47"
"ESINQ-PK", "Glen-Shipley", "2010-10-22", "2010-10-22", "1"
"ESINQ-PK", "Dan-Fitzpatrick", "2005-07-28", "2013-10-24", "33"
"ESIO-OQ", "Kevin-Modany", "2004-01-22", "2005-01-27", "5"
"ESIO-OQ", "John-Metcalf", "2006-09-28", "2007-07-12", "4"
"ESIO-OQ", "Kerry-Mustoe", "2006-03-22", "2006-07-13", "2"
"ESIO-OQ", "Mike-Dodson", "2004-01-08", "2005-09-22", "7"
"ESL-N", "Paul-Oldham", "2008-01-24", "2015-10-28", "31"
"ESND-OQ", "Bob-George", "2004-02-26", "2015-11-19", "48"
"ESND-OQ", "Fareed-Khan", "2011-10-25", "2013-07-23", "8"
"ESND-OQ", "Kathy-Dvorak", "2004-01-30", "2007-08-03", "14"
"ESND-OQ", "Todd-Shelton", "2013-10-25", "2015-10-21", "9"
"ESRX-OQ", "Vikki-Reich", "2007-08-03", "2011-07-26", "17"
"ESRX-OQ", "Cathy-Smith", "2014-04-30", "2014-10-29", "3"
"ESRX-OQ", "Ed-Stifton", "2004-07-29", "2008-02-22", "15"
"ESRX-OQ", "Eric-Slusser", "2015-10-28", "2015-10-28", "1"
"ESRX-OQ", "George-Paz", "2004-02-25", "2004-02-25", "1"
"ESRX-OQ", "Jeff-Hall", "2008-04-30", "2013-04-30", "20"
"ESRX-OQ", "Jim-Havel", "2015-02-24", "2015-07-29", "3"
"ESS-N", "Matt-Harper", "2013-10-25", "2013-10-25", "1"
"ESS-N", "Angela-Kleiman", "2015-10-30", "2015-10-30", "1"
"ESS-N", "Mark-Mikl", "2004-07-29", "2004-07-29", "1"
"ESS-N", "Mike-Dance", "2005-05-05", "2015-07-31", "37"
"ESST-OxG08", "Mike-Schall", "2004-02-05", "2005-02-03", "5"
"ESST-OxG08", "Jim-Boyd", "2004-02-04", "2007-08-01", "13"
"ETFC-OQ", "John-Marsh", "2008-02-26", "2008-02-26", "1"
"ETFC-OQ", "Bruce-Nolop", "2008-10-21", "2010-10-20", "9"
"ETFC-OQ", "Jarrett-Lilien", "2007-01-18", "2007-01-18", "1"
"ETFC-OQ", "Matt-Audette", "2008-07-22", "2015-04-23", "8"
"ETFC-OQ", "Matthew---Matt-Audette", "2011-07-20", "2015-01-22", "11"
"ETFC-OQ", "Michael-Pizzi", "2015-07-23", "2015-10-22", "2"
"ETH-N", "Rob-Simmons", "2004-01-21", "2008-04-17", "15"
"ETH-N", "Corey-Whitely", "2014-07-24", "2015-10-27", "6"
"ETM-N", "Jeff-Hoyt", "2005-04-20", "2007-10-24", "2"
"ETN-N", "Stephen-Fisher", "2004-02-23", "2013-11-05", "40"
"ETR-N", "Terry-Klebe", "2006-11-28", "2009-12-09", "3"
"ETR-N", "Dean-Keller", "2008-10-28", "2008-10-28", "1"
"ETR-N", "Drew-Marsh", "2013-04-25", "2015-11-02", "10"
"ETR-N", "John-Wilder", "2004-02-02", "2004-02-02", "1"
"ETS-NxC06", "Leo-Denault", "2004-04-26", "2013-04-25", "32"
"EV-N", "Richard-Haak-Jr", "2004-02-10", "2005-10-26", "8"
"EV-N", "Bill-Steul", "2004-02-25", "2007-08-22", "15"
"EV-N", "Bob-Whelan", "2007-11-20", "2012-02-22", "18"
"EVHC-KxL16", "Laurie-Hylton", "2012-05-23", "2015-11-24", "15"
"EVR-N", "Randy-Owen", "2013-11-13", "2015-10-22", "9"
"EW-N", "Robert-Walsh", "2008-02-12", "2015-11-02", "28"
"EW-N", "Corrine-Lyle", "2004-02-03", "2005-10-25", "8"
"EW-N", "Scott-Ullem", "2014-02-03", "2015-10-26", "8"
"EWBC-OQ", "Tom-Abate", "2006-04-20", "2013-10-28", "31"
"EWBC-OQ", "David-Choi", "2005-05-02", "2013-10-21", "27"
"EWBC-OQ", "Irene-Oh", "2010-01-27", "2015-10-22", "23"
"EWBC-OQ", "Julia-Gouw", "2004-01-22", "2008-04-16", "18"
"EXA-OQ", "Tom-Tolda", "2008-07-25", "2009-10-22", "5"
"EXAR-N", "Edmond-Furlong", "2013-12-04", "2013-12-04", "1"
"EXAR-N", "Bill-Walker", "2005-10-26", "2006-10-30", "5"
"EXAR-N", "Kevin-Bauer", "2009-07-30", "2012-10-24", "5"
"EXAR-N", "Lou-DiNardo", "2012-05-03", "2012-05-03", "1"
"EXAR-N", "Ray-Wallin", "2006-09-21", "2006-11-08", "2"
"EXAR-N", "Ron-Guire", "2005-10-19", "2006-04-27", "3"
"EXAR-N", "Ryan-Benton", "2015-05-12", "2015-11-05", "3"
"EXAR-NxE17", "Scott-Kamsler", "2009-05-14", "2009-05-14", "1"
"EXAR-NxE17", "Bill-Walker", "2004-01-21", "2009-02-03", "18"
"EXAR-NxE17", "Kevin-Bauer", "2009-07-30", "2012-10-24", "11"
"EXAR-NxE17", "Lou-DiNardo", "2012-05-03", "2012-05-03", "1"
"EXAR-NxE17", "Ray-Wallin", "2004-05-13", "2007-02-21", "5"
"EXAR-NxE17", "Ron-Guire", "2004-04-21", "2006-04-27", "7"
"EXAR-NxE17", "Ryan-Benton", "2013-01-23", "2013-10-29", "4"
"EXC-N", "Scott-Kamsler", "2007-04-26", "2009-05-14", "9"
"EXC-N", "Andrew-Good", "2008-01-30", "2008-01-30", "1"
"EXC-N", "Barry-Mitchell", "2005-01-26", "2005-04-26", "2"
"EXC-N", "Bob-McDonald", "2006-04-26", "2009-04-23", "4"
"EXC-N", "Bob-Shapard", "2004-01-28", "2005-01-26", "5"
"EXC-N", "Fallen-Smith", "2006-10-27", "2006-10-27", "1"
"EXC-N", "Follin-Smith", "2004-01-30", "2007-04-25", "13"
"EXC-N", "George-Persky", "2006-04-28", "2006-04-28", "1"
"EXC-N", "John-Collins", "2007-07-27", "2008-07-31", "5"
"EXC-N", "John-Young", "2006-01-25", "2007-10-26", "8"
"EXC-N", "Jonathan-W-Thayer", "2008-11-06", "2015-10-30", "26"
"EXC-N", "Matt-Hilzinger", "2008-04-24", "2011-10-26", "13"
"EXLS-OQ", "Phil-Barnett", "2011-04-27", "2011-04-27", "1"
"EXLS-OQ", "Matt-Appel", "2007-05-10", "2009-05-06", "9"
"EXLS-OQ", "Rohit-Kapoor", "2006-11-16", "2007-03-06", "2"
"EXP-N", "Vishal-Chhibbar", "2009-08-06", "2015-10-29", "24"
"EXP-N", "Art-Zunker", "2004-01-20", "2008-05-07", "15"
"EXP-N", "Craig-Kesler", "2009-10-22", "2015-10-27", "20"
"EXPE-OQ", "Mark-Dendle", "2008-07-22", "2009-04-23", "4"
"EXPE-OQ", "Mark-Gunning", "2005-11-03", "2006-02-15", "2"
"EXPE-OQ", "Mark-Okerstrom", "2011-10-27", "2015-10-29", "17"
"EXPO-OQ", "Mike-Adler", "2006-08-10", "2011-07-28", "21"
"EXPR-N", "Rich-Schlenker", "2004-01-29", "2015-10-21", "43"
"EXPR-N", "Matt-Moellering", "2010-06-10", "2011-08-24", "6"
"EXPR-N", "Paul-Dascoli", "2011-11-30", "2015-05-28", "15"
"EXR-N", "Perry-Pericleous", "2015-08-26", "2015-12-03", "2"
"EXR-N", "Kent-Christensen", "2004-11-22", "2011-10-28", "28"
"EXTR-OQ", "Scott-Stubbs", "2012-02-22", "2015-10-29", "16"
"EXTR-OQ", "Bill-Slakey", "2004-01-15", "2006-08-02", "11"
"EXTR-OQ", "Bob-Corey", "2009-07-30", "2011-01-31", "7"
"EXTR-OQ", "Jim-Judson", "2011-04-11", "2012-05-02", "7"
"EXTR-OQ", "John-Kurtzweil", "2012-08-01", "2013-11-04", "6"
"EXTR-OQ", "Karen-Rogge", "2007-04-26", "2009-01-28", "8"
"EZPW-OQ", "Mike-Palu", "2006-10-26", "2007-01-25", "2"
"EZPW-OQ", "Brad-Wolfe", "2010-01-21", "2010-04-22", "2"
"EZPW-OQ", "Dan-Tonissen", "2006-04-25", "2009-11-05", "11"
"EZPW-OQ", "Danny-Chism", "2010-07-22", "2010-07-22", "1"
"EZPW-OQ", "Mark-Ashby", "2015-07-29", "2015-07-29", "1"
"EZPW-OQ", "Mark-Kuchenrither", "2013-01-22", "2014-04-29", "5"
"F-N", "Stephen-Stamp", "2011-01-20", "2012-07-24", "7"
"F-N", "Bob-Shanks", "2012-04-27", "2015-10-27", "15"
"F-N", "Dave-Cosper", "2004-04-21", "2006-01-23", "6"
"F-N", "Don-Leclair", "2004-04-21", "2008-07-24", "17"
"F-N", "KR-Kent", "2006-04-21", "2010-10-26", "15"
"F-N", "Lewis-Booth", "2008-11-07", "2012-01-27", "14"
"F-N", "Marion-Harris", "2015-10-27", "2015-10-27", "1"
"FAF-N", "Michael-Seneski", "2011-01-28", "2015-07-28", "17"
"FAF-N", "Mark-Seaton", "2013-04-25", "2015-10-22", "11"
"FARO-OQ", "Max-Valdes", "2010-08-03", "2013-02-21", "9"
"FARO-OQ", "Barbara-Smith", "2005-05-10", "2006-08-04", "5"
"FARO-OQ", "Keith-Bair", "2006-10-31", "2014-02-27", "26"
"FARO-OQ", "Laura-Murphy", "2015-11-03", "2015-11-03", "1"
"FAST-OQ", "Peter-Abram", "2014-04-30", "2015-02-26", "4"
"FB-OQ", "Dan-Florness", "2007-04-12", "2015-10-13", "34"
"FB-OQ", "Dave-Wehner", "2014-07-23", "2015-11-04", "6"
"FBC-N", "David-Ebersman", "2012-07-26", "2014-04-23", "8"
"FBC-N", "Michael-Carrie", "2004-07-16", "2005-04-29", "4"
"FBHS-N", "Paul-Borja", "2005-07-28", "2013-10-23", "32"
"FBNIQ-PKxH14", "Lee-Wyatt", "2011-11-02", "2015-10-21", "17"
"FBNIQ-PKxH14", "David-Howard", "2004-01-29", "2005-01-27", "5"
"FBNIQ-PKxH14", "Denise-Ramos", "2005-04-28", "2007-05-03", "9"
"FBNIQ-PKxH14", "Ralph-Scozzafava", "2013-08-06", "2013-08-06", "1"
"FBNIQ-PKxH14", "Steve-Rolls", "2008-05-01", "2012-05-03", "17"
"FBTXQ-PKxA15", "Vance-Johnston", "2012-08-02", "2013-02-13", "3"
"FC-N", "Russell-McCann", "2007-10-30", "2008-02-01", "2"
"FCEL-OQ", "Steve-Young", "2005-11-30", "2013-11-07", "23"
"FCEaxA16", "Mike-Bishop", "2013-12-17", "2013-12-17", "1"
"FCF-N", "Bob-OBrien", "2013-12-09", "2013-12-09", "1"
"FCF-N", "Bob-Rout", "2010-04-22", "2014-04-23", "14"
"FCF-N", "Ed-Lipkus", "2008-04-17", "2009-07-27", "5"
"FCN-N", "Jim-Reske", "2014-07-23", "2015-10-28", "5"
"FCN-N", "Dave-Bannister", "2010-05-05", "2011-02-24", "5"
"FCN-N", "David--Johnson", "2014-10-30", "2015-10-29", "4"
"FCN-N", "Jorge-Celaya", "2008-02-28", "2010-02-26", "8"
"FCN-N", "Roger-Carlile", "2011-08-04", "2014-07-31", "13"
"FCS-OxI16", "Ted-Pincus", "2004-02-19", "2007-08-03", "13"
"FCS-OxI16", "Mark-Frey", "2006-04-20", "2013-10-17", "41"
"FCX-N", "Matthew-Towse", "2004-01-15", "2005-10-13", "8"
"FDC-N", "Kathleen-Quirk", "2004-01-20", "2015-10-22", "46"
"FDC-N", "Kim-Patmore", "2004-02-03", "2008-08-14", "17"
"FDC-N", "Pat-Shannon", "2009-11-13", "2010-05-14", "3"
"FDC-N", "Phil-Wall", "2008-08-14", "2009-11-13", "6"
"FDOxG15", "Ray-Winborne", "2010-08-10", "2013-10-29", "14"
"FDOxG15", "Jim-Kelly", "2004-03-23", "2007-03-29", "12"
"FDOxG15", "Ken-Smith", "2007-10-04", "2012-03-28", "19"
"FDS-N", "Mary-Winston", "2012-06-28", "2013-10-09", "5"
"FDS-N", "Ernest-Wong", "2004-03-16", "2004-12-21", "4"
"FDS-N", "Maurizio-Nicolelli", "2015-03-17", "2015-12-15", "4"
"FDX-N", "Peter-Walsh", "2005-03-22", "2009-12-15", "20"
"FDX-N", "Alan-Graf", "2004-03-17", "2015-12-16", "47"
"FE-N", "Mark-Blinn", "2004-03-17", "2004-03-17", "1"
"FE-N", "Jim-Pearson", "2013-02-25", "2015-10-30", "12"
"FE-N", "Mark-Clark", "2009-05-05", "2012-11-08", "12"
"FEECQ-PKxB17", "Richard-Marsh", "2004-02-19", "2009-02-24", "21"
"FEIC-OxI16", "Bruce-Huff", "2011-04-06", "2011-04-06", "1"
"FEIC-OxI16", "Bob-Gregg", "2004-02-04", "2005-02-02", "5"
"FEIM-OQ", "Ray-Link", "2005-08-03", "2013-10-29", "34"
"FELE-OQ", "Alan-Miller", "2013-12-11", "2013-12-11", "1"
"FELE-OQ", "John-Haines", "2008-07-28", "2015-10-27", "24"
"FF-N", "Tom-Strupp", "2007-07-30", "2008-02-25", "3"
"FF-N", "Chris-Schmitt", "2012-08-10", "2012-08-10", "1"
"FFBC-OQ", "Rose-Sparks", "2013-08-09", "2015-08-11", "5"
"FFBC-OQ", "C-Douglas-Lefferson", "2005-01-20", "2005-01-20", "1"
"FFBC-OQ", "Frank-Hall", "2005-04-21", "2012-07-25", "26"
"FFBC-OQ", "Greg-Ehlinger", "2004-01-23", "2009-05-11", "22"
"FFBC-OQ", "John-Gavigan", "2015-01-30", "2015-10-23", "4"
"FFEX-OxH13", "Tony-Stollings", "2013-01-30", "2014-10-31", "6"
"FFEX-OxH13", "Dixon-McElwee", "2005-07-26", "2005-10-25", "2"
"FFEX-OxH13", "John-McManama", "2012-03-29", "2012-07-30", "2"
"FFEX-OxH13", "Ron-Knutson", "2009-03-05", "2009-03-05", "1"
"FFIV-OQ", "Tom-Yetter", "2006-08-02", "2007-08-01", "5"
"FFIV-OQ", "Andy-Reinland", "2005-10-25", "2015-10-28", "41"
"FHN-N", "Steve-Coburn", "2004-01-21", "2005-07-20", "7"
"FHN-N", "BJ-Losch", "2009-01-16", "2015-10-16", "28"
"FHN-N", "Bryan-Jordan", "2007-07-19", "2008-07-15", "5"
"FHN-N", "Marty-Mosby", "2004-07-21", "2007-04-19", "11"
"FICO-N", "Tommy-Adams", "2008-10-17", "2008-10-17", "1"
"FICO-N", "Chuck-Osborne", "2004-11-10", "2009-04-22", "21"
"FICO-N", "Ken-Saunders", "2004-01-26", "2004-04-29", "2"
"FICO-N", "Michael-Pung", "2011-05-04", "2015-11-05", "17"
"FIF-NxB10", "Tom-Bradley", "2009-04-22", "2010-11-03", "7"
"FII-N", "Steve-Groth", "2005-03-08", "2009-09-23", "16"
"FII-N", "Debbie-Cunningham", "2010-10-29", "2010-10-29", "1"
"FINL-OQ", "Tom-Donahue", "2004-02-09", "2015-10-23", "43"
"FINL-OQ", "Ed-Wilhelm", "2009-06-26", "2015-09-25", "26"
"FINL-OQ", "Kevin-Wampler", "2004-01-06", "2008-09-26", "19"
"FIRE-OQxJ13", "Steve-Schneider", "2009-01-07", "2009-03-27", "2"
"FIS-N", "Todd-Headley", "2007-05-04", "2013-04-30", "24"
"FIS-N", "Al-Stinson", "2004-01-28", "2006-07-26", "9"
"FIS-N", "Alan-Stinson", "2006-02-09", "2006-02-09", "1"
"FIS-N", "George-Scanlon", "2008-10-27", "2009-10-21", "5"
"FIS-N", "Jeff-Carbiener", "2006-04-27", "2008-04-24", "9"
"FIS-N", "Mike-Hayford", "2009-10-21", "2013-02-12", "14"
"FIS-N", "Mike-Vollkommer", "2004-01-28", "2006-01-27", "9"
"FIS-N", "Randy-Quirk", "2006-02-09", "2006-02-09", "1"
"FIS-N", "Scott-Meyerhoff", "2004-03-25", "2004-03-25", "1"
"FIS-N", "Tony-Park", "2005-07-27", "2006-07-26", "3"
"FISV-OQ", "Woody-Woodall", "2013-04-30", "2015-11-03", "10"
