"ticker", "cfo_name", "first_call_date", "last_call_date", "total_calls"
"CSHxI16", "Randy-Wiese", "2006-04-25", "2015-08-05", "36"
"CSKEQ-PKxE11", "Tom-Bessant", "2004-01-22", "2013-10-24", "38"
"CSKEQ-PKxE11", "Andrew-Kohut", "2004-01-27", "2004-10-28", "3"
"CSL-N", "Joel-Mostrom", "2005-02-04", "2008-08-01", "15"
"CSL-N", "Carol-Lowe", "2004-07-15", "2008-07-22", "17"
"CSL-N", "Joe-Levanduski", "2004-08-03", "2010-08-05", "12"
"CST-N", "Steve-Ford", "2008-10-21", "2015-10-21", "26"
"CSX-OQ", "Clay-Killinger", "2013-08-13", "2015-08-07", "9"
"CSX-OQ", "Frank-Lonegro", "2015-10-14", "2015-10-14", "1"
"CSX-OQ", "Fredrik-Eliasson", "2012-04-18", "2015-07-15", "14"
"CTAS-OQ", "Oscar-Munoz", "2004-01-27", "2011-10-19", "32"
"CTAS-OQ", "Mike-Hansen", "2015-03-18", "2015-12-21", "4"
"CTB-N", "William-Gale", "2004-03-15", "2014-12-18", "44"
"CTB-N", "Brad-Hughes", "2010-03-02", "2014-11-07", "17"
"CTB-N", "Ginger-Jones", "2015-02-23", "2015-11-02", "3"
"CTG-OQ", "Philip-Weaver", "2004-02-05", "2009-11-02", "23"
"CTG-OQ", "Brendan-Harrington", "2005-10-27", "2013-10-22", "18"
"CTL-N", "Greg-Dearlove", "2004-04-20", "2005-07-28", "5"
"CTLT-N", "Stewart-Ewing", "2004-01-29", "2015-11-04", "46"
"CTRE-OQ", "Matt-Walsh", "2014-11-13", "2015-11-03", "5"
"CTRN-OQ", "Bill-Wagner", "2015-05-13", "2015-11-06", "2"
"CTS-N", "Bruce-Smith", "2013-11-26", "2013-11-26", "1"
"CTS-N", "Ashish-Agrawal", "2014-02-07", "2014-07-29", "3"
"CTS-N", "Donna-Belusar", "2008-04-30", "2011-07-26", "14"
"CTS-N", "Matt-Long", "2007-10-24", "2007-10-24", "1"
"CTS-N", "Tom-Kroll", "2011-10-26", "2013-07-23", "6"
"CTSH-OQ", "Vinod-Khilnani", "2004-01-27", "2007-05-24", "14"
"CTSH-OQ", "Gordon-Coburn", "2004-02-10", "2011-11-02", "30"
"CTXS-OQ", "Karen-McLoughlin", "2012-05-07", "2015-11-04", "15"
"CUB-N", "David-Henshall", "2004-01-21", "2015-10-21", "48"
"CUBI-N", "John--Thomas", "2013-02-11", "2015-11-24", "8"
"CURE-OQxB06", "Bob-Wahlman", "2014-07-23", "2015-10-29", "5"
"CUZ-N", "Tom-Axmacher", "2004-02-25", "2005-08-09", "7"
"CUZ-N", "Greg-Adzema", "2011-02-08", "2015-10-28", "18"
"CUZ-N", "Jim-Fleming", "2005-02-01", "2010-11-09", "23"
"CVBF-OQ", "Tom-Charlesworth", "2004-01-27", "2004-11-02", "4"
"CVCO-OQ", "Rich-Thomas", "2011-07-21", "2015-10-22", "17"
"CVCxF16", "Dan-Urness", "2007-01-26", "2015-10-30", "26"
"CVCxF16", "Gregg-Seibert", "2011-08-09", "2013-11-08", "10"
"CVDxB15", "Michael-Huseby", "2004-11-09", "2010-05-06", "16"
"CVDxB15", "Alison-Cornell", "2012-07-26", "2013-10-30", "6"
"CVG-N", "Bill-Klitgaard", "2004-01-27", "2012-05-03", "33"
"CVG-N", "Andre-Valentine", "2012-08-01", "2015-11-05", "13"
"CVLT-OQ", "Earl-Shanks", "2004-01-21", "2012-08-01", "34"
"CVLT-OQ", "Brian-Carolan", "2013-01-30", "2015-10-27", "11"
"CVS-N", "Lou-Miceli", "2007-01-30", "2012-10-29", "18"
"CVS-N", "Dave-Denton", "2010-02-08", "2015-10-30", "24"
"CVS-N", "Dave-Rickard", "2004-02-12", "2009-11-05", "23"
"CVS-N", "Howard-McLure", "2004-02-03", "2005-05-03", "6"
"CVS-N", "Peter-Clemens", "2005-08-04", "2006-08-08", "5"
"CVS-N", "Steven-McCann", "2004-03-03", "2008-05-21", "18"
"CVX-N", "Yon-Jorden", "2004-01-28", "2004-01-28", "1"
"CVX-N", "Freddie-Kotek", "2004-06-10", "2005-02-04", "3"
"CVX-N", "John-Watson", "2004-01-30", "2004-10-29", "3"
"CVX-N", "Matthew-Jones", "2005-05-05", "2010-08-04", "16"
"CVX-N", "Patricia-Yarrington", "2009-01-30", "2015-07-31", "27"
"CVX-N", "Steve-Crowe", "2005-01-28", "2008-10-31", "16"
"CVxF12", "Terry-Dallas", "2004-02-03", "2005-02-01", "5"
"CVxF12", "Eddie-Ryan", "2005-11-02", "2006-02-28", "2"
"CVxF12", "Jean-Gibson", "2004-04-27", "2005-07-28", "3"
"CW-N", "Pam-Keefe", "2006-08-10", "2012-03-15", "20"
"CWST-OQ", "Glenn-E-Tynan", "2004-02-10", "2015-10-29", "46"
"CWT-N", "Ned-Coletta", "2013-12-06", "2013-12-06", "1"
"CWT-N", "John-Tootle", "2005-10-27", "2006-01-26", "2"
"CWT-N", "Martin-Kropelnicki", "2006-04-27", "2012-07-26", "25"
"CWT-N", "Richard-Nye", "2004-07-29", "2005-07-28", "5"
"CWTRQ-PKxJ14", "Tom-Smegal", "2012-11-07", "2014-05-01", "6"
"CWTRQ-PKxJ14", "Jim-Bell", "2010-06-02", "2013-12-11", "15"
"CWTRQ-PKxJ14", "Mel-Dick", "2004-03-10", "2007-08-29", "15"
"CXO-N", "Tim-Martin", "2007-11-28", "2009-11-24", "9"
"CXW-N", "Darin-Holderness", "2012-11-08", "2015-02-26", "3"
"CXW-N", "David-Garfinkle", "2014-05-08", "2015-11-05", "6"
"CXW-N", "Irv-Lingo", "2004-02-12", "2007-02-08", "13"
"CY-OQ", "Todd-Mullenger", "2007-05-03", "2014-02-13", "27"
"CY-OQ", "Brad-Buss", "2005-10-20", "2014-04-17", "34"
"CY-OQ", "Brian-Alleman", "2005-08-11", "2008-05-14", "8"
"CY-OQ", "Jeff-Osorio", "2005-07-21", "2005-07-21", "1"
"CY-OQ", "Manny-Hernandez", "2004-01-22", "2005-04-21", "5"
"CYBS-OxH10", "Thad-Trent", "2014-07-17", "2015-10-22", "5"
"CYBS-OxH10", "Harlan-Plumley", "2004-01-22", "2004-04-28", "2"
"CYBS-OxH10", "Steve-Pellizzer", "2004-01-22", "2010-01-28", "24"
"CYBS-OxH10", "Steven-Pellizzer", "2006-07-26", "2006-07-26", "1"
"CYBX-OxJ15", "Timothy-C-OBrien", "2004-07-28", "2007-04-25", "10"
"CYBX-OxJ15", "Greg-Browne", "2007-08-29", "2013-11-21", "25"
"CYH-N", "Pam-Westbrook", "2004-02-05", "2006-05-26", "9"
"CYH-N", "Burke-Whitman", "2004-02-24", "2005-02-18", "4"
"CYH-N", "Larry-Cash", "2004-02-26", "2015-11-03", "45"
"CYH-N", "Laura-Baldwin", "2006-11-14", "2006-11-14", "1"
"CYMI-OxE13", "Steve-Love", "2005-04-26", "2006-11-08", "8"
"CYMI-OxE13", "Nancy-Baker", "2004-01-27", "2008-10-21", "18"
"CYNI-KxH15", "Paul-Bowman", "2009-02-11", "2012-07-24", "15"
"CYNI-KxH15", "Jeff-Ross", "2014-05-06", "2015-02-18", "4"
"CYNO-OxC17", "Mike-Zellner", "2013-08-06", "2014-02-11", "3"
"CYNxK15", "Tim-Baker", "2006-02-14", "2015-10-27", "33"
"CYNxK15", "Christopher-Carey", "2004-07-14", "2013-10-24", "37"
"CYTK-OQ", "Frank-Pekny", "2004-01-14", "2004-01-14", "1"
"CYTxL15", "Sharon-Surrey-Barbari", "2007-10-31", "2015-07-29", "22"
"CYTxL15", "Dave-Drillock", "2007-07-20", "2013-07-19", "17"
"CZR-OQ", "Jim-Cronin", "2004-01-23", "2007-04-20", "12"
"CZR-OQ", "Charles-Atwood", "2004-02-04", "2006-07-27", "11"
"CZR-OQ", "Donald-Colvin", "2013-02-25", "2013-10-29", "4"
"CZR-OQ", "Harry-Hagerty", "2004-01-29", "2004-04-22", "2"
"CZR-OQ", "Jonathan-Halkyard", "2006-10-25", "2012-05-01", "10"
"CeleraCorp", "Wesley-Allison", "2004-07-22", "2004-10-21", "2"
"Coca", "Dennis-Winger", "2004-01-28", "2004-01-28", "1"
"Coca", "Bill-Douglas", "2005-04-28", "2013-10-24", "35"
"Coca", "Pat-Mannelly", "2004-01-29", "2004-07-29", "3"
"CogentCommunicationsGroupInc", "Shaun-Higgins", "2005-02-17", "2005-02-17", "1"
"ComputerSciencesCorp", "Tad-Weed", "2006-05-11", "2013-08-08", "29"
"ComputerSciencesCorp", "Don-DeBuck", "2008-02-04", "2008-11-12", "4"
"ComputerSciencesCorp", "Jim-Trouba", "2004-08-05", "2007-03-12", "10"
"ComputerSciencesCorp", "Leon-Level", "2004-02-11", "2006-02-07", "8"
"ComputerSciencesCorp", "Mike-Duffey", "2004-02-11", "2004-02-11", "1"
"ComputerSciencesCorp", "Mike-Keane", "2006-05-23", "2007-12-20", "6"
"ComputerSciencesCorp", "Mike-Mancuso", "2009-02-10", "2012-05-17", "15"
"ConcordCameraCorp", "Paul-Saleh", "2012-08-08", "2015-11-04", "8"
"CrownCastleInternationalCorp", "Rick-Finkbeiner", "2004-05-17", "2004-05-17", "1"
"CrownCastleInternationalCorp", "Ben-Moreland", "2004-02-19", "2008-04-24", "17"
"CrownCastleInternationalCorp", "Bill-Freeman", "2004-10-28", "2006-03-03", "5"
"CrownCastleInternationalCorp", "Jay-Brown", "2008-07-25", "2015-04-23", "27"
"D-N", "Steve-Osgood", "2006-08-08", "2006-11-06", "2"
"D-N", "Mark-McGettrick", "2009-07-31", "2015-08-05", "24"
"DAB-NxC06", "Tom-Chewning", "2004-04-20", "2009-04-30", "20"
"DAKT-OQ", "Brian-Jenkins", "2013-12-17", "2013-12-17", "1"
"DAKT-OQ", "Bill-Retterath", "2004-02-18", "2012-08-21", "34"
"DAL-N", "Sheila-Anderson", "2012-11-20", "2015-11-24", "13"
"DAL-N", "Ed-Bastian", "2005-07-21", "2008-10-15", "8"
"DAL-N", "Hank-Halter", "2009-01-27", "2012-01-25", "14"
"DAL-N", "Michele-Burns", "2004-01-14", "2004-04-14", "2"
"DAL-N", "Mike-Palumbo", "2004-07-19", "2005-04-21", "3"
"DAN-N", "Paul-Jacobson", "2012-04-25", "2015-10-14", "15"
"DAN-N", "Bill-Quigley", "2012-04-25", "2015-10-22", "15"
"DAN-N", "Bob-Richter", "2004-02-11", "2006-01-17", "8"
"DAN-N", "Jim-Yost", "2008-08-07", "2012-02-21", "15"
"DAR-N", "Ken-Hiltz", "2008-03-19", "2008-05-14", "2"
"DAR-N", "Colin-Stevenson", "2013-02-28", "2014-08-08", "5"
"DBD-N", "John-Muse", "2010-11-12", "2015-11-13", "6"
"DBD-N", "Bradley-Richardson", "2010-02-03", "2013-08-06", "15"
"DBD-N", "Chris-Chapman", "2014-08-06", "2015-10-29", "6"
"DBD-N", "Greg-Geswein", "2004-01-28", "2005-07-27", "7"
"DBD-N", "Kevin-Krakora", "2005-10-26", "2009-02-04", "10"
"DC-L", "Leslie-Pierce", "2009-05-05", "2009-11-03", "3"
"DCI-N", "Nigel-Langstaff", "2011-11-07", "2011-11-07", "1"
"DCI-N", "Bill-Cook", "2004-02-27", "2004-02-27", "1"
"DCI-N", "Jim-Shaw", "2011-11-17", "2015-11-25", "17"
"DCOM-OQ", "Thomas-VerHage", "2004-05-27", "2011-05-20", "27"
"DCT-N", "Kenneth-Mahon", "2004-01-23", "2006-07-25", "9"
"DCT-N", "Matt-Murphy", "2011-11-02", "2015-10-30", "17"
"DD-N", "Stuart-Brown", "2007-02-20", "2011-08-05", "18"
"DD-N", "Gary-Pfeiffer", "2004-01-27", "2006-04-25", "10"
"DD-N", "Jeff-Keefer", "2006-10-24", "2009-10-20", "13"
"DDD-N", "Nick-Fanandakis", "2010-01-26", "2015-10-27", "24"
"DDD-N", "Damon-Gregoire", "2007-08-07", "2014-11-10", "28"
"DDD-N", "Dave-Styka", "2015-08-06", "2015-11-04", "2"
"DDD-N", "Fred-Jones", "2006-03-02", "2007-02-02", "5"
"DDR-N", "Ted-Hull", "2015-02-26", "2015-04-24", "2"
"DDR-N", "Bill-Schafer", "2004-02-18", "2009-10-23", "20"
"DDR-N", "David-Oakes", "2010-02-19", "2013-11-05", "12"
"DE-N", "Paul-Freddo", "2013-08-01", "2013-08-01", "1"
"DE-N", "Jeffrey-Rutherford", "2004-02-24", "2005-07-27", "7"
"DE-N", "Jim-Field", "2009-08-19", "2012-08-15", "13"
"DE-N", "Michael-Weisbarth", "2005-10-26", "2006-10-27", "5"
"DE-N", "Mike-Mack", "2006-05-16", "2009-05-20", "13"
"DE-N", "Nate-Jones", "2005-02-15", "2005-11-22", "4"
"DECK-N", "Raj-Kalathur", "2012-11-21", "2015-11-25", "13"
"DECK-N", "Scott-Ash", "2004-07-22", "2006-02-28", "7"
"DECK-N", "Tom-George", "2009-10-22", "2015-10-29", "24"
"DECK-N", "Tom-Hillebrandt", "2008-08-07", "2009-02-26", "3"
"DEI-N", "Zohar-Ziv", "2006-04-27", "2007-10-25", "6"
"DEI-N", "Bill-Kamer", "2006-12-06", "2011-11-02", "20"
"DEL-N", "Ted-Guth", "2012-02-08", "2015-11-04", "16"
"DEL-N", "Clef-Vaughan", "2004-07-29", "2007-02-08", "4"
"DELL-OxJ13", "Kenneth-Mann", "2008-04-22", "2015-04-21", "22"
"DELL-OxJ13", "Brian-Gladden", "2008-08-28", "2013-05-16", "20"
"DELL-OxJ13", "Don-Carty", "2008-02-28", "2008-05-29", "2"
"DENN-OQ", "Jim-Schneider", "2004-02-12", "2006-08-17", "10"
"DENN-OQ", "Andrew-Green", "2004-02-18", "2005-07-28", "7"
"DEPO-OQ", "Mark-Wolfinger", "2005-10-27", "2013-10-28", "33"
"DEPO-OQ", "August-Augie-Moretti", "2012-03-08", "2015-11-09", "13"
"DEPO-OQ", "John-Hamilton", "2006-05-10", "2007-05-08", "5"
"DEST-OQ", "Tammy-Cameron", "2010-03-04", "2010-03-04", "1"
"DF-N", "Judd-Tirnauer", "2013-11-21", "2013-11-21", "1"
"DF-N", "Barry-Fromberg", "2004-11-03", "2006-02-08", "6"
"DF-N", "Chris-Bellairs", "2013-05-09", "2015-11-09", "11"
"DF-N", "Jack-Callahan", "2006-08-02", "2010-11-09", "18"
"DFGxE12", "Shaun-Mara", "2011-02-16", "2012-11-08", "7"
"DFGxE12", "Duane-Hercules", "2005-02-16", "2010-07-28", "4"
"DFGxE12", "John-Csik", "2010-10-27", "2010-10-27", "1"
"DFS-N", "Stephen-Kiratsous", "2011-10-26", "2011-10-26", "1"
"DFS-N", "Mark-Graf", "2011-06-23", "2015-10-20", "17"
"DG-N", "Roy-Gunthrie", "2007-09-25", "2011-03-22", "14"
"DG-N", "David-Tehle", "2004-08-26", "2015-06-02", "41"
"DG-N", "Jim-Hagan", "2004-03-15", "2004-05-27", "2"
"DGII-OQ", "John-Garratt", "2015-08-27", "2015-12-03", "2"
"DGII-OQ", "Joe-Dunsmore", "2009-01-22", "2009-01-22", "1"
"DGII-OQ", "Kris-Krishnan", "2004-01-15", "2010-04-22", "24"
"DGII-OQ", "Mike-Goergen", "2015-07-23", "2015-10-29", "2"
"DGIN-OxB07", "Steve-Snyder", "2011-01-19", "2015-04-23", "15"
"DGIN-OxB07", "Liz-Murray", "2004-01-29", "2004-10-21", "4"
"DGX-N", "Paul-Pucino", "2005-02-17", "2006-10-25", "8"
"DGX-N", "Bob-Hagemann", "2004-01-27", "2013-04-17", "37"
"DHI-N", "Mark-Guinan", "2013-10-17", "2015-10-22", "9"
"DHR-N", "Bill-W-Wheat", "2004-01-22", "2015-11-10", "47"
"DHR-N", "Bernie-Pitz", "2005-04-26", "2006-02-07", "4"
"DHR-N", "Dan-Comas", "2005-04-21", "2015-10-22", "43"
"DHR-N", "Greg-Waller", "2004-01-27", "2005-04-26", "6"
"DHX-N", "Pat-Allender", "2004-01-29", "2004-10-21", "3"
"DHX-N", "John-Roberts", "2013-10-29", "2015-10-28", "9"
"DIAL-PKxL13", "Mike-Durney", "2007-08-15", "2013-07-24", "25"
"DIAL-PKxL13", "Andrew-Zaref", "2004-02-18", "2007-05-08", "14"
"DIAL-PKxL13", "Gary-Yusko", "2007-08-09", "2008-08-07", "5"
"DIN-N", "Ron-Sherwood", "2008-11-10", "2011-08-15", "10"
"DIN-N", "Gregg-Kalvin", "2008-10-27", "2008-10-27", "1"
"DIN-N", "Jack-Tierney", "2009-04-28", "2011-08-02", "10"
"DIN-N", "Steve-Lumpkin", "2004-02-12", "2006-10-26", "12"
"DIN-N", "Tom-Conforti", "2004-04-22", "2008-07-29", "18"
"DINE-OxL10", "Tom-Emrey", "2011-11-03", "2015-10-29", "14"
"DINE-OxL10", "Chris-Locke", "2006-02-08", "2010-07-21", "18"
"DIOD-OQ", "Kenneth-Posner", "2004-01-29", "2005-10-24", "8"
"DIOD-OQ", "Carl-Wertz", "2004-07-28", "2009-05-07", "19"
"DIOD-OQ", "Mark-King", "2009-08-06", "2009-08-06", "1"
"DIS-N", "Rick-White", "2009-11-02", "2015-11-05", "24"
"DIS-N", "Ann-Mather", "2004-02-04", "2004-05-06", "2"
"DIS-N", "Christine-McCarthy", "2015-08-04", "2015-11-05", "2"
"DIS-N", "Jay-Rasulo", "2010-02-09", "2015-05-05", "21"
"DIS-N", "Simon-Backs", "2004-05-06", "2005-11-08", "6"
"DISCA-OQ", "Tom-Staggs", "2004-02-11", "2009-12-09", "26"
"DISCA-OQ", "Andy-Warren", "2012-05-08", "2015-11-03", "14"
"DISH-OQ", "Brad-Singer", "2008-11-07", "2012-02-16", "14"
"DISH-OQ", "Bernie-Han", "2007-05-10", "2009-03-02", "7"
"DISH-OQ", "David-Rayner", "2005-03-17", "2006-08-10", "7"
"DISH-OQ", "Michael-McDonnell", "2004-03-26", "2004-08-10", "2"
"DISH-OQ", "Robert-Olsen", "2009-08-10", "2014-08-06", "19"
"DITC-OxL12", "Steve-Swain", "2015-02-23", "2015-11-09", "3"
"DITC-OxL12", "Bill-Tamblyn", "2004-02-17", "2010-02-25", "25"
"DKS-N", "Tim-Montgomery", "2004-02-17", "2004-02-17", "1"
"DKS-N", "Andre-Hawaux", "2013-08-20", "2015-05-19", "8"
"DKS-N", "Ed-Wozniak", "2004-03-18", "2004-05-20", "2"
"DKS-N", "Mike-Hines", "2004-03-11", "2007-03-13", "13"
"DKS-N", "Teri-List-Stoll", "2015-11-17", "2015-11-17", "1"
"DLHC-OQ", "Tim-Kullman", "2007-05-23", "2013-05-21", "25"
"DLIAQ-PK", "Kathryn-JohnBull", "2013-12-11", "2013-12-11", "1"
"DLMCF-PKxH09", "David-Dick", "2013-11-21", "2013-11-21", "1"
"DLR-N", "Larry-Bodner", "2013-12-06", "2013-12-06", "1"
"DLR-N", "Andy-Power", "2015-07-30", "2015-10-29", "2"
"DLTR-OQ", "Bill-Stein", "2007-02-28", "2014-02-25", "27"
"DLTR-OQ", "Erik-Coble", "2004-02-24", "2004-02-24", "1"
"DLTR-OQ", "Kent-Kleeberger", "2004-08-25", "2007-08-29", "14"
"DLX-N", "Kevin-Wampler", "2004-01-29", "2015-11-24", "30"
"DLX-N", "Doug-Treff", "2004-04-29", "2006-04-25", "9"
"DLX-N", "Rick-Greene", "2006-10-26", "2009-10-22", "12"
"DMND-OxC16", "Terry-Peterson", "2006-07-27", "2015-10-22", "24"
"DMND-OxC16", "Mike-Murphy", "2012-11-14", "2013-06-10", "3"
"DMND-OxC16", "Ray-Silcock", "2013-09-30", "2013-12-05", "2"
"DMND-OxC16", "Seth-Halio", "2006-09-20", "2007-12-10", "5"
"DNA-NxC09", "Steven-Neil", "2008-03-11", "2011-09-15", "10"
"DNA-NxC09", "David-Ebersman", "2005-04-11", "2009-01-15", "15"
"DNB-N", "Lou-Lavigne", "2004-01-14", "2005-01-10", "5"
"DNB-N", "Anastasios-Konidaris", "2007-05-04", "2011-04-28", "14"
"DNB-N", "Kathy-Guinnessey", "2013-11-05", "2014-02-04", "2"
"DNB-N", "Rich-Veldran", "2011-07-29", "2015-11-03", "17"
"DNKN-OQ", "Sara-Mathew", "2004-02-03", "2007-02-02", "11"
"DNKN-OQ", "Neil-Moses", "2011-08-03", "2012-04-26", "4"
"DNOW-N", "Paul-Carbone", "2012-07-26", "2015-10-22", "14"
"DNR-N", "Daniel-Malinaro", "2014-08-06", "2015-11-03", "6"
"DNR-N", "Mark-Allen", "2009-11-05", "2015-11-05", "17"
"DO-N", "Phil-Rykhoek", "2004-02-19", "2009-05-05", "8"
"DOLE-KxK13", "Gary-Krenek", "2004-01-29", "2015-11-02", "45"
"DOLE-KxK13", "Joe-Tesoriero", "2009-11-19", "2012-11-15", "13"
"DOLE-KxK13", "Keith-Mitchell", "2013-03-12", "2013-07-25", "3"
"DOV-N", "Richard-Dahl", "2004-03-19", "2004-03-19", "1"
"DOV-N", "Brad-Cerepak", "2009-10-23", "2015-10-20", "25"
"DOW-N", "Robert-Kuhbach", "2004-01-27", "2009-07-24", "22"
"DOW-N", "Bill-Weideman", "2010-02-02", "2014-10-22", "19"
"DOW-N", "Geoffery-Merszei", "2006-04-27", "2009-10-22", "13"
"DOW-N", "Howard-Ungerleider", "2014-10-22", "2015-10-22", "5"
"DPLO-N", "Pedro-Reinhard", "2005-04-28", "2005-07-28", "2"
"DPLxK11", "Sean-Whelan", "2015-03-02", "2015-11-03", "4"
"DPLxK11", "Fred-Boyle", "2009-02-27", "2011-04-29", "10"
"DPLxK11", "John-Gillen", "2005-02-17", "2008-10-30", "16"
"DPS-N", "Pamela-Holdren", "2004-11-08", "2004-11-16", "2"
"DPS-N", "John-Stewart", "2008-06-05", "2010-02-25", "8"
"DPZ-N", "Marty-Ellen", "2010-05-06", "2015-10-22", "23"
"DPZ-N", "Bill-Kapp", "2008-02-26", "2008-04-29", "2"
"DPZ-N", "David-Mounts", "2006-02-21", "2007-07-24", "6"
"DPZ-N", "Harry-Silverman", "2004-03-23", "2005-10-25", "6"
"DPZ-N", "Jeff-Lawrence", "2015-10-08", "2015-10-08", "1"
"DPZ-N", "Mike-Lawton", "2010-10-19", "2015-07-16", "20"
"DQE-NxF07", "Wendy-Beck", "2008-07-22", "2010-07-27", "9"
"DQE-NxF07", "Mark-Kaplan", "2005-11-02", "2007-02-22", "6"
"DRCxG15", "Steve-Schott", "2004-01-30", "2005-08-08", "5"
"DRCxG15", "Jan-Kees-van-Gaalen", "2013-11-01", "2013-11-01", "1"
"DRCxG15", "Len-Anthony", "2006-04-06", "2007-08-01", "7"
"DRE-N", "Mark-Baldwin", "2007-10-31", "2013-04-26", "23"
"DRE-N", "Christie-Kelly", "2009-04-30", "2013-04-25", "17"
"DRE-N", "Mark-Denien", "2013-10-31", "2015-10-29", "9"
"DRH-N", "Matt-Cohoat", "2004-04-29", "2008-05-01", "17"
"DRH-N", "Mark-Brugger", "2005-08-01", "2008-07-23", "13"
"DRI-N", "Sean-Mahoney", "2008-10-15", "2015-11-06", "29"
"DRI-N", "Brad-Richmond", "2006-12-20", "2015-06-23", "35"
"DRI-N", "Jeff-Davis", "2015-09-22", "2015-12-18", "2"
"DRIV-OxB15", "Linda-Dimopoulos", "2004-03-18", "2006-09-20", "11"
"DRIV-OxB15", "Carter-Hicks", "2004-01-28", "2005-01-26", "5"
"DRIV-OxB15", "Stephan-Shulz", "2011-10-27", "2013-10-30", "9"
"DRS-NxJ08", "Thomas-Donnelly", "2005-07-27", "2011-07-28", "23"
"DRS-NxJ08", "Gary-Gerhardt", "2004-02-26", "2005-08-30", "6"
"DRTE-OxE07", "Rich-Schneider", "2004-02-12", "2008-02-08", "16"
"DRTE-OxE07", "George-Robson", "2005-07-28", "2005-10-27", "2"
"DRTE-OxE07", "Jeff-Bairstow", "2006-02-08", "2007-02-15", "5"
"DSCP-OxB09", "Kathy-Donavon", "2004-01-29", "2005-04-28", "5"
"DSCP-OxB09", "Hank-Scaramelli", "2007-05-02", "2008-08-12", "6"
"DSCP-OxB09", "Murray-Pitkowsky", "2004-01-29", "2005-11-01", "8"
"DSPG-OQ", "Scott-Kantor", "2006-01-31", "2007-02-01", "5"
"DSPG-OQ", "Dror-Levy", "2007-01-24", "2015-10-28", "24"
"DST-N", "Moshe-Zelnik", "2004-01-27", "2006-07-19", "8"
"DST-N", "Gregg-Givens", "2014-01-30", "2015-10-22", "8"
"DSW-N", "Kenneth-Hager", "2004-01-28", "2013-10-24", "37"
"DSW-N", "Doug-Probst", "2005-09-07", "2014-03-18", "28"
"DSW-N", "Jim-McGrady", "2004-04-01", "2008-12-09", "12"
"DTE-N", "Mary-Meixelsperger", "2014-08-26", "2015-05-27", "4"
"DTE-N", "Dave-Meador", "2004-04-29", "2013-10-25", "37"
"DTSI-OxL16", "Peter-Oleksiak", "2014-02-14", "2015-10-23", "8"
"DUK-N", "Mel-Flanigan", "2004-02-12", "2013-11-06", "40"
"DUK-N", "David-Hauser", "2004-01-29", "2009-05-05", "21"
"DUK-N", "Lynn-Good", "2009-08-04", "2013-05-03", "14"
"DV-N", "Steve-Young", "2013-11-06", "2015-11-05", "9"
"DV-N", "Norm-Levine", "2004-08-18", "2006-04-25", "7"
"DV-N", "Richard-Gunst", "2006-08-17", "2009-10-27", "6"
"DVA-N", "Tim-Wiggins", "2012-04-24", "2015-10-22", "6"
"DVA-N", "Denise-Fletcher", "2005-02-09", "2005-02-09", "1"
"DVA-N", "Garry-Menzel", "2014-02-11", "2015-02-12", "4"
"DVA-N", "Gary-Beil", "2004-08-03", "2006-08-02", "4"
"DVA-N", "James-Hilger", "2015-05-05", "2015-05-05", "1"
"DVA-N", "Jim-Hilger", "2012-05-02", "2015-11-03", "8"
"DVA-N", "Luis-Borgen", "2010-08-02", "2012-02-16", "7"
"DVA-N", "Mark-Harrison", "2006-11-01", "2007-11-01", "5"
"DVA-N", "Matthew-Mazdyasni", "2012-08-01", "2013-11-05", "5"
"DVA-N", "Richard-Whitney", "2004-05-03", "2010-11-04", "12"
"DVN-N", "Tom-Kelly", "2005-04-28", "2006-02-15", "4"
"DVN-N", "Brian-Jennings", "2004-05-06", "2006-11-01", "10"
"DVN-N", "Jeff-Agosta", "2010-05-05", "2013-11-06", "12"
"DWA-OxH16", "Tom-Mitchell", "2015-02-18", "2015-08-05", "2"
"DWA-OxH16", "Kris-Leslie", "2004-12-08", "2007-02-27", "9"
"DWA-OxH16", "Lew-Coleman", "2007-05-01", "2013-10-29", "26"
"DWCH-OQ", "Rich-Sullivan", "2013-04-30", "2013-04-30", "1"
"DXLG-OQ", "Jim-Eliason", "2013-11-19", "2013-11-19", "1"
"DXMMQ-PKxH16", "Dennis-Hernreich", "2004-03-25", "2013-11-22", "39"
"DXPE-OQ", "Steve-Blondy", "2004-07-29", "2004-07-29", "1"
"DXYN-OQ", "Mac-McConnell", "2007-07-30", "2015-03-02", "29"
"DXYN-OQ", "Gary-Harman", "2007-10-30", "2009-07-29", "7"
"DY-N", "Jon-Faulkner", "2009-10-27", "2013-10-30", "13"
"DY-N", "Dick-Dunn", "2004-02-24", "2008-02-27", "16"
"DYN-N", "Drew-DeFerrari", "2008-05-21", "2015-11-24", "31"
"DYN-N", "Clint-Freeland", "2011-08-08", "2013-11-07", "9"
"DYN-N", "Holli-Nichols", "2006-03-08", "2010-08-06", "18"
"DionexCorp", "Nick-Caruso", "2004-01-29", "2005-11-08", "6"
"EA-OQ", "Craig-McCollam", "2004-01-21", "2010-11-04", "27"
"EA-OQ", "Blake-Jorgensen", "2012-10-30", "2015-10-29", "13"
"EA-OQ", "Eric-Brown", "2008-05-13", "2012-02-01", "16"
"EA-OQ", "Ken-Barker", "2012-07-31", "2012-07-31", "1"
"EA-OQ", "Michael-Marchetti", "2004-11-08", "2005-11-08", "5"
